seed,dimension,time_afw,solution_afw,termination_afw
1,20,18.214,-0.24907328181136515,Optimal (tree empty)
2,20,5.718,-5.134539256290312,OPTIMAL
3,20,8.928,-0.7394277769830357,Optimal (tree empty)
4,20,12.486,-0.48809006533403254,OPTIMAL
1,25,21.277,-0.24654794806288854,OPTIMAL
2,25,34.726,-0.20379936365495382,Optimal (tree empty)
3,25,8.864,-0.5449211081106481,OPTIMAL
4,25,18.46,0.11889501718027551,Optimal (tree empty)
1,30,60.233,-0.12340037127993858,Optimal (tree empty)
2,30,36.998,-0.20913012724279312,OPTIMAL
3,30,14.13,-0.5067664386062302,OPTIMAL
4,30,68.888,-0.1398184104346583,OPTIMAL
1,35,54.126,-0.057445572032781944,Optimal (tree empty)
2,35,15.702,-0.6323473403277725,OPTIMAL
3,35,37.219,-0.2857008302696824,OPTIMAL
4,35,14.486,-0.3520517124296838,OPTIMAL
1,40,106.933,-0.08212313928731318,OPTIMAL
2,40,60.424,-0.11049633047778401,OPTIMAL
3,40,19.102,-0.28264111649386614,OPTIMAL
4,40,73.614,-0.2069789179082342,OPTIMAL
1,45,43.882,-0.7906363479658706,OPTIMAL
2,45,271.727,-10.59213332507201,OPTIMAL
3,45,129.637,-1.4002230063456365,OPTIMAL
4,45,86.459,0.08275738927627174,OPTIMAL
1,50,201.854,-0.7056653869942581,OPTIMAL
2,50,111.406,-0.23052390148148183,OPTIMAL
3,50,133.391,-19.33415897515262,OPTIMAL
4,50,32.804,-0.46051749573404754,OPTIMAL
1,55,25.481,-0.37150228804440605,OPTIMAL
2,55,18.782,-0.43654689958656684,OPTIMAL
3,55,806.368,-9.774816314864928,OPTIMAL
4,55,100.762,-0.49931101173409276,OPTIMAL
1,60,110.195,-0.20061002656753563,OPTIMAL
2,60,88.316,-0.5574431006154253,OPTIMAL
3,60,69.95,-0.5420019957947143,Optimal (tree empty)
4,60,1800.828,-11.854542992121594,Time limit reached
1,65,149.082,-0.11508688561113883,OPTIMAL
2,65,95.337,-0.21018679197839957,OPTIMAL
3,65,110.541,-0.24032260066225714,OPTIMAL
4,65,130.041,-0.9459270386231435,OPTIMAL
1,70,46.617,-0.39602870126350564,OPTIMAL
2,70,43.202,-0.3513511715593509,OPTIMAL
3,70,149.822,-0.11200773758582638,OPTIMAL
4,70,1800.207,-35.582495037056546,Time limit reached
1,75,184.661,-0.12878649855015933,Optimal (tree empty)
2,75,53.39,-0.5117624697781918,OPTIMAL
3,75,190.998,-0.23408754811972848,OPTIMAL
4,75,61.856,-0.5670199789190414,OPTIMAL
1,80,212.291,-0.10688443798513841,OPTIMAL
2,80,58.991,-0.5814440821566776,OPTIMAL
3,80,1800.717,-19.059114300527597,Time limit reached
4,80,62.539,-0.3745359097873563,OPTIMAL
