seed,dimension,time_afw,solution_afw,termination_afw
1,20,4.932,-0.24907328181143348,Optimal (tree empty)
2,20,25.283,-5.1345392563138885,OPTIMAL
3,20,12.46,-0.7394277769829829,Optimal (tree empty)
4,20,16.552,-0.48809006533464466,OPTIMAL
1,25,6.975,-0.24654794806402647,OPTIMAL
2,25,7.585,-0.20379936365496193,Optimal (tree empty)
3,25,13.427,-0.544921108110946,OPTIMAL
4,25,13.874,0.11889501718027007,Optimal (tree empty)
1,30,20.833,-0.1234003712799403,Optimal (tree empty)
2,30,11.457,-0.20913012724279495,OPTIMAL
3,30,19.661,-0.5067664386112035,OPTIMAL
4,30,13.943,-0.13981841043466248,OPTIMAL
1,35,11.319,-0.05744557203278261,Optimal (tree empty)
2,35,24.819,-0.6323473403426666,OPTIMAL
3,35,16.146,-0.2857008302696894,OPTIMAL
4,35,23.95,-0.3520517124324089,OPTIMAL
1,40,15.74,-0.08212313928731796,OPTIMAL
2,40,24.403,-0.11049633047779445,OPTIMAL
3,40,29.951,-0.2826411164916842,OPTIMAL
4,40,18.062,-0.2069789179082448,OPTIMAL
1,45,80.122,-0.7906363479835341,OPTIMAL
2,45,305.328,-10.592133325078638,OPTIMAL
3,45,266.31,-1.4002230063427383,OPTIMAL
4,45,26.409,0.08275738927625342,OPTIMAL
1,50,327.335,-0.7056653870274088,OPTIMAL
2,50,56.588,-0.23052390148148544,OPTIMAL
3,50,258.956,-19.334158975171924,OPTIMAL
4,50,58.681,-0.4605174957387063,OPTIMAL
1,55,59.693,-0.3715018654214789,OPTIMAL
2,55,43.267,-0.43654689356445087,OPTIMAL
3,55,554.036,-9.774816314881374,OPTIMAL
4,55,126.824,-0.49931101176751436,OPTIMAL
1,60,57.112,-0.2006100265675459,OPTIMAL
2,60,251.466,-0.5574430530936682,Optimal (tree empty)
3,60,101.779,-0.5419942411421553,Optimal (tree empty)
4,60,1800.127,-2.922787454734787,Time limit reached
1,65,62.89,-0.11508688561114944,OPTIMAL
2,65,102.224,-0.210186791978402,OPTIMAL
3,65,60.936,-0.24032260066225924,OPTIMAL
4,65,203.164,-0.9459237608029911,OPTIMAL
1,70,82.345,-0.3960232546325273,OPTIMAL
2,70,94.455,-0.3513486871455757,Optimal (tree empty)
3,70,164.357,-0.11200773758584648,OPTIMAL
4,70,1801.296,-21.89729147037341,Time limit reached
1,75,84.747,-0.12878649855016783,Optimal (tree empty)
2,75,174.936,-0.5117621440296216,OPTIMAL
3,75,86.953,-0.2340875481197522,OPTIMAL
4,75,128.392,-0.5669243692342001,Optimal (tree empty)
1,80,120.577,-0.1068844379851478,OPTIMAL
2,80,144.447,-0.5814718895334311,Optimal (tree empty)
3,80,1800.791,-3.0333849584493944,Time limit reached
4,80,169.169,-0.37262350004655226,Optimal (tree empty)
1,20,5.205,-0.24907328181143348,Optimal (tree empty)
2,20,10.978,-5.1345392563138885,OPTIMAL
3,20,10.704,-0.7394277769829829,Optimal (tree empty)
4,20,13.972,-0.4880900653346562,OPTIMAL
1,25,5.437,-0.24654794806410496,OPTIMAL
2,25,5.387,-0.20379936365496193,Optimal (tree empty)
3,25,11.649,-0.5449211081095297,OPTIMAL
4,25,5.801,0.11889501718027007,Optimal (tree empty)
1,30,8.948,-0.1234003712799403,Optimal (tree empty)
2,30,7.719,-0.20913012724279562,OPTIMAL
3,30,16.039,-0.506766438611628,OPTIMAL
4,30,4.458,-0.1398184104346626,OPTIMAL
1,35,7.404,-0.05744557203278261,Optimal (tree empty)
2,35,20.79,-0.6323473403427077,OPTIMAL
3,35,12.209,-0.2857008302696909,OPTIMAL
4,35,19.674,-0.3520517124350046,OPTIMAL
1,40,10.76,-0.08212313928731646,OPTIMAL
2,40,20.009,-0.1104963304777975,OPTIMAL
3,40,23.934,-0.28264111647998,OPTIMAL
4,40,11.573,-0.20697891790824424,OPTIMAL
1,45,63.951,-0.7906363479902453,OPTIMAL
2,45,296.272,-10.592133325078638,OPTIMAL
3,45,207.808,-1.4002230063427383,OPTIMAL
4,45,13.222,0.08275738927625342,OPTIMAL
1,50,357.871,-0.7056653870318783,OPTIMAL
2,50,37.964,-0.2305239014814835,OPTIMAL
3,50,214.851,-19.334158975171924,OPTIMAL
4,50,61.687,-0.4605174943268268,OPTIMAL
1,55,38.012,-0.37150210964108366,OPTIMAL
2,55,34.48,-0.436546448561702,OPTIMAL
3,55,467.697,-9.774816314881374,OPTIMAL
4,55,115.47,-0.4993110117679786,OPTIMAL
1,60,35.421,-0.20061002656754462,OPTIMAL
2,60,108.11,-0.5574431215367501,OPTIMAL
1,65,36.495,-0.1150868856111501,OPTIMAL
2,65,49.872,-0.2101867919784024,OPTIMAL
3,65,34.537,-0.24032260066225153,OPTIMAL
4,65,171.091,-0.9459260889678043,OPTIMAL
1,70,67.789,-0.3960285638947907,OPTIMAL
2,70,65.561,-0.35134920758863414,OPTIMAL
3,70,66.164,-0.11200773758585197,OPTIMAL
4,70,1800.59,-21.125594863785043,Time limit reached
1,75,50.87,-0.12878649855016783,Optimal (tree empty)
2,75,77.802,-0.5117607561406298,OPTIMAL
3,75,48.019,-0.2340875481197514,OPTIMAL
