seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,50,50,25.0,0.1,0.8399762136523655,0.0033213703673352635,0.00396982147894379,43573,Time limit reached,1801.42
1,50,50,25.0,1.0,0.49785032324495226,0.010330151915804608,0.02118917846545931,34126,Time limit reached,1803.126
1,50,50,25.0,5.0,0.5004196616265287,0.013022497772997244,0.02671845209364135,40262,Time limit reached,1802.045
1,50,50,25.0,10.0,0.5415094468856261,0.05415352093537057,0.11111698463454824,44523,Time limit reached,1800.295
2,50,50,25.0,0.1,0.810930109691295,0.00191691061356547,0.0023694429407959444,78146,Time limit reached,1801.863
2,50,50,25.0,1.0,0.26925601777798475,0.003633780707857248,0.013680257902872363,28911,Time limit reached,1803.339
2,50,50,25.0,5.0,0.2971152116194541,0.03157781820505112,0.11892041945207374,52036,Time limit reached,1800.244
2,50,50,25.0,10.0,0.29412725211384577,0.02863760852920466,0.1078671399100156,51531,Time limit reached,1800.291
3,50,50,25.0,0.1,0.8412560134757292,0.004523876791108106,0.005406600981089404,52835,Time limit reached,1801.351
3,50,50,25.0,1.0,0.493067474690705,0.009520228874792036,0.019688311653451956,22969,Time limit reached,1803.108
3,50,50,25.0,5.0,0.49908839790786585,0.015630102351138597,0.032329784171227685,33247,Time limit reached,1801.942
3,50,50,25.0,10.0,0.5016389912526802,0.018214886838212374,0.03767889658765481,38387,Time limit reached,1803.45
4,50,50,25.0,0.1,0.47851272062682637,0.004899953152435799,0.010345905957234888,45802,Time limit reached,1802.187
4,50,50,25.0,1.0,-0.9885970183905977,0.016773357045231974,0.016966829489874883,22170,Time limit reached,1801.66
4,50,50,25.0,5.0,-0.989651304996267,0.09855965145563506,0.0995902808979844,26975,Time limit reached,1801.785
4,50,50,25.0,10.0,-1.0279187771196934,0.06028129848044994,0.05864402890796754,16944,Time limit reached,1803.337
5,50,50,25.0,0.1,0.8224212732350771,0.004725092349558091,0.005778542764430038,33631,Time limit reached,1802.215
5,50,50,25.0,1.0,0.45691502563534053,0.009022293353147193,0.02014387084866277,22591,Time limit reached,1802.905
5,50,50,25.0,5.0,0.4752714317327785,0.027557902992063676,0.061552535768967874,26849,Time limit reached,1802.406
5,50,50,25.0,10.0,0.46504912068765325,0.017232832907143725,0.03848192523892775,23692,Time limit reached,1803.362
6,50,50,25.0,0.1,0.909050701593275,0.02601150621220305,0.029456796876358236,70952,Time limit reached,1800.14
6,50,50,25.0,1.0,0.6216087228013595,0.006102632760238813,0.009914821086223711,35741,OPTIMAL,1717.172
6,50,50,25.0,5.0,0.6287254449793357,0.013260557381930438,0.021545595287646338,41260,Time limit reached,1802.616
6,50,50,25.0,10.0,0.6408045808419942,0.025409749401580584,0.04129015731592298,43296,Time limit reached,1800.294
7,50,50,25.0,0.1,0.7755828911868055,0.0074824802740774965,0.009741539215147824,33135,Time limit reached,1801.753
7,50,50,25.0,1.0,0.17425627775040514,0.011449202059987063,0.07032373753680105,28738,Time limit reached,1802.848
7,50,50,25.0,5.0,0.18365868103528707,0.020987937786887484,0.1290209743176665,33859,Time limit reached,1801.668
7,50,50,25.0,10.0,0.18832478961717752,0.025689431023922182,0.1579572317245627,38179,Time limit reached,1802.933
8,50,50,25.0,0.1,0.710208070322766,0.01048847737214531,0.014989543636925833,52507,Time limit reached,1802.32
8,50,50,25.0,1.0,-0.21984968495368354,0.008898452567075804,0.0404751663344456,30677,Time limit reached,1801.759
8,50,50,25.0,5.0,-0.19242185966220549,0.03881396759101788,0.201712880538393,18973,Time limit reached,1803.052
8,50,50,25.0,10.0,-0.19838611860295394,0.03291539765991916,0.1659158306625041,35434,Time limit reached,1803.737
9,50,50,25.0,0.1,0.7841749704675622,0.0065482664664995305,0.008420835386448588,43646,Time limit reached,1802.213
9,50,50,25.0,1.0,0.12963552683642562,0.009787728037930196,0.08166798335934954,21284,Time limit reached,1802.601
9,50,50,25.0,5.0,0.17219055341236017,0.052401965484253105,0.43745373737691057,53213,Time limit reached,1800.298
9,50,50,25.0,10.0,0.1723032179746091,0.052503268595164285,0.43825785292170377,47573,Time limit reached,1800.316
10,50,50,25.0,0.1,0.8325946798192329,0.003784179680880073,0.004565796017604003,33895,Time limit reached,1801.714
10,50,50,25.0,1.0,0.47980225829774553,0.009481737125060008,0.020160160354939394,19510,Time limit reached,1802.792
10,50,50,25.0,5.0,0.497559823097228,0.027384366946383687,0.058242867823364394,38785,Time limit reached,1802.553
10,50,50,25.0,10.0,0.5022634907464448,0.03210338795624951,0.06828182094935298,39511,Time limit reached,1803.367
1,70,70,35.0,0.1,0.4376176618516334,0.01925977115099503,0.046036591108010484,24135,Time limit reached,1803.694
1,70,70,35.0,1.0,-1.3995768900828365,0.03736192825895768,0.026695159461189978,14316,Time limit reached,1803.784
1,70,70,35.0,5.0,-1.5882575972474982,0.05813213817321672,0.03660120264745567,18691,Time limit reached,1805.217
1,70,70,35.0,10.0,-1.4532971050315373,0.1931239153095201,0.13288674053013352,22054,Time limit reached,1800.536
2,70,70,35.0,0.1,0.8635729374480843,0.04665298607193746,0.057108393537638455,34269,Time limit reached,1800.194
2,70,70,35.0,1.0,0.2588403856892302,0.01052614685544373,0.04239042797094529,26740,Time limit reached,1807.261
2,70,70,35.0,5.0,0.28582501996519755,0.03748669099894872,0.15095008150772996,25857,Time limit reached,1800.375
2,70,70,35.0,10.0,0.28568345878682355,0.03754487961310121,0.15130609572329323,21238,Time limit reached,1800.461
3,70,70,35.0,0.1,0.6320160044429092,0.006588448627031007,0.010534311393485521,21003,Time limit reached,1803.774
3,70,70,35.0,1.0,-0.8262712854632354,0.09413550881948396,0.1139280893280812,40103,Time limit reached,1800.269
3,70,70,35.0,5.0,-0.9394368465969277,0.0963059341004534,0.10251453777794409,29971,Time limit reached,1800.402
3,70,70,35.0,10.0,-0.9386413774244792,0.09718946649627769,0.10354270420397839,26004,Time limit reached,1800.531
4,70,70,35.0,0.1,0.8934130266358712,0.06571679751224224,0.07939724164482867,31122,Time limit reached,1800.201
4,70,70,35.0,1.0,0.4811761235284826,0.007498231128377275,0.015829810191022562,19804,Time limit reached,1807.132
4,70,70,35.0,5.0,0.5294348237488671,0.05598983586038464,0.11826048916494764,23923,Time limit reached,1800.457
4,70,70,35.0,10.0,0.5301683194105539,0.05663878899240049,0.11960983498196033,20074,Time limit reached,1800.485
5,70,70,35.0,0.1,0.46917651663419235,0.02105180493113673,0.04697755866024736,23318,Time limit reached,1804.997
5,70,70,35.0,1.0,-1.5429666204432393,0.04198364763943463,0.027209692732934315,19051,Time limit reached,1803.533
5,70,70,35.0,5.0,-1.7860509218433713,0.08709451413173341,0.04876373515814641,21195,Time limit reached,1803.277
5,70,70,35.0,10.0,-1.709655278050311,0.16349090977207115,0.09562799698341294,23497,Time limit reached,1800.542
6,70,70,35.0,0.1,0.7779321759254076,0.0042553212495155535,0.005500127377208652,31204,Time limit reached,1802.844
6,70,70,35.0,1.0,0.12583764119430313,0.05638272696003095,0.8117888788956157,26796,Time limit reached,1800.363
6,70,70,35.0,5.0,0.1291576448029713,0.059892974620401815,0.8646973191749052,25632,Time limit reached,1800.358
6,70,70,35.0,10.0,0.12626904441096468,0.05711066783495625,0.8257953795689353,23228,Time limit reached,1800.397
7,70,70,35.0,0.1,0.8950657649385793,0.055729933116817953,0.06639765753340623,36298,Time limit reached,1800.195
7,70,70,35.0,1.0,0.5092270936962048,0.0137652806419018,0.027782727708206074,17777,Time limit reached,1806.809
7,70,70,35.0,5.0,0.5412762140641039,0.04592810792040214,0.0927188523601184,25004,Time limit reached,1800.45
7,70,70,35.0,10.0,0.5410208168989235,0.045837341771718776,0.09256638008759056,19795,Time limit reached,1800.392
8,70,70,35.0,0.1,0.9428759082602531,0.031144371165052864,0.03415958524839408,44197,Time limit reached,1800.185
8,70,70,35.0,1.0,0.8153435157298655,0.006778294575572885,0.008383114185762675,18854,OPTIMAL,1672.026
8,70,70,35.0,5.0,0.8410960485290357,0.033034989237415324,0.04088179829674648,20766,Time limit reached,1800.569
8,70,70,35.0,10.0,0.8239742884462351,0.016123951700795836,0.019959082725339798,17297,Time limit reached,1810.359
9,70,70,35.0,0.1,0.22895179621613856,0.02127639549371882,0.102450244081421,29081,Time limit reached,1804.005
9,70,70,35.0,1.0,-2.237749095168253,0.04182170121597917,0.01868918249426648,14390,Time limit reached,1803.04
9,70,70,35.0,5.0,-2.66504141746945,0.10040555639563342,0.03767504539984673,15934,Time limit reached,1805.595
9,70,70,35.0,10.0,-2.690405968797792,0.07504350052151265,0.027893002540076078,18411,Time limit reached,1804.407
10,70,70,35.0,0.1,0.9971627249381513,0.017724225047720976,0.018096312376635986,24764,Time limit reached,1800.427
10,70,70,35.0,1.0,0.9969404444481795,0.017641927173915883,0.018014861518446536,27738,Time limit reached,1800.556
10,70,70,35.0,5.0,0.9956592914339318,0.016808073056231443,0.01717122351248468,17421,Time limit reached,1800.603
10,70,70,35.0,10.0,0.997507238294562,0.019120216792176348,0.019542590377799412,13657,Time limit reached,1800.566
1,90,90,45.0,0.1,0.836027139905809,0.07594818498012712,0.0999214416975314,24902,Time limit reached,1800.28
1,90,90,45.0,1.0,0.02910851070751062,0.05731846778581258,Inf,15833,Time limit reached,1800.536
1,90,90,45.0,5.0,0.016460859681873594,0.04482909645565631,Inf,14351,Time limit reached,1804.358
2,90,90,45.0,0.1,0.8229861560750843,0.08847994593347563,0.12046180782653587,16241,Time limit reached,1800.266
2,90,90,45.0,1.0,-0.08185655509841146,0.06320965774715516,0.7722003164091354,20210,Time limit reached,1800.366
2,90,90,45.0,5.0,-0.08321929814139101,0.06314703664396343,0.7588028024061864,14017,Time limit reached,1800.598
2,90,90,45.0,10.0,-0.09662514312521456,0.05005276598584807,0.5180097474317394,12399,Time limit reached,1807.431
3,90,90,45.0,0.1,0.44778857794813504,0.030694897233414897,0.07359233345568068,15059,Time limit reached,1808.792
3,90,90,45.0,1.0,-0.3039412986114327,0.3280880455077959,1.0794454291229212,12724,Time limit reached,1800.382
3,90,90,45.0,5.0,-0.32071058621916515,0.3220372224610809,1.0041365527017845,14911,Time limit reached,1800.58
3,90,90,45.0,10.0,-0.3235095274254761,0.31923761714287235,0.9867951020898825,12368,Time limit reached,1800.61
4,90,90,45.0,0.1,0.4371239334554028,0.017673673891384523,0.042135327105899886,11057,Time limit reached,1807.696
4,90,90,45.0,1.0,-1.553607089196419,0.04887503600060317,0.03145907117730975,13358,Time limit reached,1806.847
4,90,90,45.0,5.0,-1.6539443240052667,0.2445242116383437,0.14784307312485148,15679,Time limit reached,1800.573
4,90,90,45.0,10.0,-1.6538285718438948,0.24472187559812952,0.14797293973781273,13403,Time limit reached,1800.792
5,90,90,45.0,0.1,0.8692761132992008,0.08951134466700783,0.11479275323508417,25528,Time limit reached,1800.27
5,90,90,45.0,1.0,0.3370039597128762,0.07771494215661306,0.2997232311999088,14822,Time limit reached,1800.511
5,90,90,45.0,5.0,0.33720480256808666,0.07790882323016479,0.30046290509052515,13936,Time limit reached,1800.607
5,90,90,45.0,10.0,0.3114607989707457,0.05233298508210332,0.20195819312778562,11898,Time limit reached,1807.65
6,90,90,45.0,0.1,0.8394008620905159,0.09959322972523699,0.13462044100142911,22456,Time limit reached,1800.28
6,90,90,45.0,1.0,0.061974031798993905,0.08374277457807283,Inf,14727,Time limit reached,1800.516
6,90,90,45.0,5.0,0.06192255217022826,0.08418682145228273,Inf,14518,Time limit reached,1800.626
6,90,90,45.0,10.0,0.061938477349445714,0.08457380307319537,Inf,12647,Time limit reached,1800.643
7,90,90,45.0,0.1,0.8450846270109141,0.05852704950175447,0.07440911024860467,28953,Time limit reached,1800.269
7,90,90,45.0,1.0,0.11566953655749482,0.05227048574997205,0.8244679547121826,15998,Time limit reached,1800.494
7,90,90,45.0,5.0,0.11320064390932157,0.04970945999048103,0.7829348410642901,15108,Time limit reached,1800.568
7,90,90,45.0,10.0,0.11555898297890953,0.05249586397760839,0.8324336761162301,12694,Time limit reached,1800.657
8,90,90,45.0,0.1,0.6334273609058705,0.013142318411574427,0.021187546871558296,15281,Time limit reached,1806.552
8,90,90,45.0,1.0,-0.6153319048037024,0.11085312441555373,0.18015175801897854,20469,Time limit reached,1800.375
8,90,90,45.0,5.0,-0.6799431985906605,0.10590184243311229,0.15575101369146474,15771,Time limit reached,1800.679
8,90,90,45.0,10.0,-0.679930540665845,0.10591240248190248,0.15576944429968415,13740,Time limit reached,1800.516
9,90,90,45.0,0.1,0.5088896281060962,0.02877209060657826,0.05992718107408678,11251,Time limit reached,1808.066
9,90,90,45.0,1.0,-0.8727502667658146,0.2154001839520886,0.24680620809238552,22551,Time limit reached,1800.374
9,90,90,45.0,5.0,-1.0019026852592214,0.20481603833662598,0.20442707794882703,15444,Time limit reached,1800.669
9,90,90,45.0,10.0,-1.0007300572361477,0.20598836485789174,0.2058380912698853,14628,Time limit reached,1800.69
10,90,90,45.0,0.1,0.8413702127272606,0.08837936683568648,0.11737110393558826,23471,Time limit reached,1800.264
10,90,90,45.0,1.0,0.08357604955508682,0.07704103548546418,11.788962451294735,15598,Time limit reached,1800.536
10,90,90,45.0,5.0,0.08043750245154792,0.07372363910804289,10.980807224705122,14666,Time limit reached,1800.59
10,90,90,45.0,10.0,0.08090791450766963,0.07446200246330618,11.551817950792337,13303,Time limit reached,1800.651
