seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,50,50,25.0,0.1,0.8399762136523655,0.003995192309771856,0.004779046662274148,5399,Time limit reached,1807.94
1,50,50,25.0,1.0,0.541836246327628,0.05495705074377194,0.11287615335025461,6648,Time limit reached,1807.275
1,50,50,25.0,5.0,0.5402034281019135,0.053453891268283704,0.10981806293234166,8368,Time limit reached,1806.86
2,50,50,25.0,0.1,0.8108838922071158,0.002113943453054823,0.0026137759647368555,5450,Time limit reached,1806.133
2,50,50,25.0,1.0,0.2967465487115759,0.03221539422135972,0.12178298727589464,6529,Time limit reached,1807.964
2,50,50,25.0,5.0,0.2971152116194541,0.032256416188116754,0.12178721924482583,8567,Time limit reached,1805.91
2,50,50,25.0,10.0,0.29412725211384577,0.02940235928811019,0.11106760295287124,9766,Time limit reached,1805.077
3,50,50,25.0,0.1,0.8416469039802632,0.005836574089231328,0.006983132273553339,5469,Time limit reached,1808.144
3,50,50,25.0,1.0,0.5253916022685887,0.04242607725216013,0.08784493934782812,6941,Time limit reached,1808.274
3,50,50,25.0,5.0,0.5232232499060389,0.04018049980217231,0.08318207817741281,8827,Time limit reached,1802.807
3,50,50,25.0,10.0,0.5269326994368861,0.043695677707957126,0.09042286857828567,10330,Time limit reached,1808.005
4,50,50,25.0,0.1,0.47995280446765004,0.008448801967919695,0.01791883403561251,8128,Time limit reached,1805.983
4,50,50,25.0,1.0,-0.7686286127230954,0.23775434037204735,0.3093227814272122,6994,Time limit reached,1807.993
4,50,50,25.0,5.0,-1.0085909085035887,0.0797349740134996,0.07905581275940671,9141,Time limit reached,1807.861
4,50,50,25.0,10.0,-0.9581268619901355,0.13023247915328695,0.1359240454680288,11725,Time limit reached,1808.622
5,50,50,25.0,0.1,0.8281524838722624,0.011480136998943236,0.014057212838044111,5808,Time limit reached,1804.913
5,50,50,25.0,1.0,0.511199222015892,0.06387644516139973,0.14279721146901903,8228,Time limit reached,1805.588
5,50,50,25.0,5.0,0.5109458822980257,0.06343997796954043,0.14176344346726924,10963,Time limit reached,1802.634
6,50,50,25.0,0.1,0.909050701593275,0.026869005876837715,0.03045745112067516,5410,Time limit reached,1804.028
6,50,50,25.0,1.0,0.6408045808419952,0.02624661278464946,0.04270811566826895,7920,Time limit reached,1805.986
6,50,50,25.0,5.0,0.6408230565849934,0.025970756788756932,0.04223901707347229,10593,Time limit reached,1805.239
6,50,50,25.0,10.0,0.6408045808419942,0.02588723004211202,0.04209871458080994,11592,Time limit reached,1804.078
7,50,50,25.0,0.1,0.7742116418497522,0.006658449089621321,0.008674902472462468,8283,Time limit reached,1805.968
7,50,50,25.0,1.0,0.22576723137184143,0.06359539600193964,0.39214821646979153,8150,Time limit reached,1804.404
7,50,50,25.0,5.0,0.22559359007699387,0.06333734258743487,0.39035379880525434,9993,Time limit reached,1804.624
7,50,50,25.0,10.0,0.22308554039658596,0.06063361349201449,0.37324034652806715,11843,Time limit reached,1802.971
8,50,50,25.0,0.1,0.7126680211486925,0.012690760286685476,0.018130246504089398,10030,Time limit reached,1806.732
8,50,50,25.0,1.0,-0.1420765082387414,0.08728353193185198,0.6143417586331947,8808,Time limit reached,1805.568
8,50,50,25.0,5.0,-0.14847834037571292,0.08290501611657045,0.5583643776377466,13374,Time limit reached,1805.891
8,50,50,25.0,10.0,-0.147072671751204,0.08462358198034511,0.5753861745538892,12258,Time limit reached,1803.952
9,50,50,25.0,0.1,0.7862998526099123,0.009141895240694198,0.01176323957569799,8322,Time limit reached,1804.495
9,50,50,25.0,1.0,0.17022850709710385,0.0509756337428412,0.42745832707450726,8321,Time limit reached,1802.023
9,50,50,25.0,5.0,0.17219055341236017,0.052693237665417655,0.4409575004764563,10783,Time limit reached,1806.143
9,50,50,25.0,10.0,0.1723032179746091,0.05293703093978244,0.44348430870408356,11780,Time limit reached,1804.751
10,50,50,25.0,0.1,0.8328507229982246,0.004837536881722726,0.005842342806654389,7380,Time limit reached,1804.125
10,50,50,25.0,1.0,0.5397472033020508,0.07043366744026258,0.15007806521268785,7972,Time limit reached,1804.98
10,50,50,25.0,5.0,0.5398655492765562,0.06991968969678342,0.1487824358305994,11090,Time limit reached,1804.603
10,50,50,25.0,10.0,0.5414094304643107,0.0714985219655716,0.15215335646068207,12689,Time limit reached,1803.222
1,70,70,35.0,0.1,0.44031746021692914,0.024204495893983713,0.058168088882706845,3112,Time limit reached,1807.472
1,70,70,35.0,1.0,-1.2120706695776509,0.22549810876112564,0.18604369730331075,3249,Time limit reached,1813.954
1,70,70,35.0,5.0,-1.4664790125244545,0.18058896643767364,0.12314459661226294,4392,Time limit reached,1812.621
1,70,70,35.0,10.0,-1.4468192034163698,0.20053966384829414,0.13860727268117568,4838,Time limit reached,1806.072
2,70,70,35.0,0.1,0.8635729374480843,0.047284185091247544,0.05792580744831516,2194,Time limit reached,1813.166
2,70,70,35.0,1.0,0.2843021667961945,0.03749442761763552,0.15191755227136244,3199,Time limit reached,1813.372
2,70,70,35.0,5.0,0.28582501996519755,0.03858882767557381,0.1560808201995325,4076,Time limit reached,1804.059
2,70,70,35.0,10.0,0.285750203476161,0.03839735007432474,0.15523309938109528,4651,Time limit reached,1805.587
3,70,70,35.0,0.1,0.6322465991864024,0.0079268415514957,0.012696765486847214,2817,Time limit reached,1811.973
3,70,70,35.0,1.0,-0.8262712854632354,0.09533104281119953,0.11537499183183372,3062,Time limit reached,1809.4
3,70,70,35.0,5.0,-0.9394368465969277,0.09700593209807196,0.103259662902804,4291,Time limit reached,1806.707
4,70,70,35.0,0.1,0.8934130266358712,0.06675652860215975,0.08075485859114045,2438,Time limit reached,1803.384
4,70,70,35.0,1.0,0.5297678963076655,0.05751460771164957,0.12178762774238683,3714,Time limit reached,1814.294
4,70,70,35.0,5.0,0.5294348237488671,0.05698382074834901,0.12061318610066857,4662,Time limit reached,1809.249
5,70,70,35.0,0.1,0.4712555964337673,0.024865751311121953,0.055704115097623026,3784,Time limit reached,1816.359
5,70,70,35.0,1.0,-1.3961402249775712,0.18905434075335936,0.13541214368807153,3706,Time limit reached,1805.187
5,70,70,35.0,5.0,-1.7072530576030664,0.16626701413749734,0.09738861699327186,4543,Time limit reached,1807.527
6,70,70,35.0,0.1,0.7779321759254076,0.0053712216799685075,0.0069524891860663395,2097,Time limit reached,1807.77
